Order ID,Product Name,Discount,Sales,Profit,Quantity,Category,Sub-Category
BN-2012-8465204,"Avery Binder Covers, Clear",0.5,$16.00,-$9.00,3,Office Supplies,Binders
AZ-2012-4707910,"Elite Letter Opener, High Speed",0.1,$168.00,$60.00,7,Office Supplies,Supplies
AZ-2012-6044174,"Stanley Markers, Fluorescent",0,$141.00,$48.00,6,Office Supplies,Art
AZ-2012-6044174,"Brother Ink, Digital",0,$441.00,$110.00,3,Technology,Copiers
AZ-2012-6044174,"Motorola Signal Booster, Full Size",0,"$1,011.00",$162.00,7,Technology,Phones
AZ-2012-9824792,"Hoover Stove, Silver",0,"$1,138.00",$364.00,2,Office Supplies,Appliances
AZ-2012-9824792,"Acme Trimmer, Easy Grip",0,$370.00,$81.00,8,Office Supplies,Supplies
AZ-2012-3751519,"Hewlett Fax and Copier, High-Speed",0.15,$325.00,$34.00,2,Technology,Copiers
AZ-2012-9488073,"Fellowes Shelving, Single Width",0.1,$365.00,$65.00,7,Office Supplies,Storage
BN-2012-1106280,"Green Bar Computer Printout Paper, Multicolor",0,$62.00,$14.00,2,Office Supplies,Paper
BN-2012-1106280,"Fellowes Box, Industrial",0,$40.00,$2.00,2,Office Supplies,Storage
AZ-2012-3700237,"GlobeWeis Manila Envelope, Recycled",0,$52.00,$26.00,2,Office Supplies,Envelopes
AZ-2012-4009939,"Tenex Trays, Wire Frame",0.1,$288.00,$128.00,6,Office Supplies,Storage
AZ-2012-9944361,"Sanford Pens, Easy-Erase",0,$114.00,$26.00,10,Office Supplies,Art
AZ-2012-9944361,"Avery Binder, Recycled",0,$40.00,$18.00,3,Office Supplies,Binders
AZ-2012-9944361,"Advantus Rubber Bands, Bulk Pack",0,$50.00,$16.00,3,Office Supplies,Fasteners
AZ-2012-4828873,"Boston Markers, Blue",0,$53.00,$22.00,2,Office Supplies,Art
AZ-2012-8140932,"Safco Corner Shelving, Mobile",0.1,$274.00,$103.00,2,Furniture,Bookcases
AZ-2012-8140932,"Stanley Canvas, Easy-Erase",0,$99.00,$24.00,2,Office Supplies,Art
AZ-2012-8140932,"Stockwell Staples, Metal",0,$55.00,$21.00,5,Office Supplies,Fasteners
AZ-2012-7839714,"Rogers Lockers, Industrial",0.2,$509.00,$114.00,3,Office Supplies,Storage
AZ-2012-8140932,"Samsung Speaker Phone, with Caller ID",0.15,$210.00,-$22.00,2,Technology,Phones
AZ-2012-6501898,"KitchenAid Refrigerator, Red",0,"$1,584.00",$127.00,3,Office Supplies,Appliances
AZ-2012-6501898,"Stockwell Staples, Bulk Pack",0,$31.00,$13.00,3,Office Supplies,Fasteners
AZ-2012-6501898,"Green Bar Parchment Paper, 8.5 x 11",0,$83.00,$34.00,4,Office Supplies,Paper
BN-2012-1206890,"Novimex Swivel Stool, Adjustable",0.6,$200.00,-$260.00,3,Furniture,Chairs
BN-2012-1206890,"Stanley Pens, Fluorescent",0.5,$11.00,-$9.00,2,Office Supplies,Art
BN-2012-1206890,"Advantus Push Pins, Bulk Pack",0.5,$14.00,-$12.00,2,Office Supplies,Fasteners
AZ-2013-503783,"Hoover Toaster, Black",0.1,$299.00,$116.00,4,Office Supplies,Appliances
AZ-2013-7367497,"Fellowes Trays, Single Width",0.1,$155.00,$69.00,3,Office Supplies,Storage
AZ-2013-6051551,"Stanley Canvas, Easy-Erase",0,$99.00,$24.00,2,Office Supplies,Art
AZ-2013-6051551,"Smead Legal Exhibit Labels, 5000 Label Set",0,$46.00,$9.00,4,Office Supplies,Labels
AZ-2013-2868494,"Ibico Binder, Economy",0,$46.00,$13.00,3,Office Supplies,Binders
AZ-2013-2868494,"SanDisk Message Books, 8.5 x 11",0,$112.00,$55.00,4,Office Supplies,Paper
AZ-2013-5548101,"Stanley Sketch Pad, Fluorescent",0,$137.00,$22.00,3,Office Supplies,Art
AZ-2013-7684337,"GlobeWeis Manila Envelope, Set of 50",0,$164.00,$54.00,6,Office Supplies,Envelopes
AZ-2013-8665589,"Sauder Floating Shelf Set, Pine",0,"$1,567.00",$360.00,8,Furniture,Bookcases
AZ-2013-8629529,"Hoover Stove, Black",0.1,"$1,533.00",-$34.00,3,Office Supplies,Appliances
AZ-2013-8629529,"Smead Shelving, Wire Frame",0.1,$130.00,$52.00,3,Office Supplies,Storage
AZ-2013-3735155,"Avery Removable Labels, Alphabetical",0,$32.00,$6.00,3,Office Supplies,Labels
AZ-2013-3735155,"Green Bar Parchment Paper, Premium",0,$83.00,$2.00,5,Office Supplies,Paper
AZ-2013-5279450,"Cuisinart Stove, Silver",0.1,$970.00,$216.00,2,Office Supplies,Appliances
BN-2013-9867098,"Eldon Folders, Wire Frame",0.5,$8.00,-$6.00,1,Office Supplies,Storage
AZ-2013-4847875,"Cardinal Hole Reinforcements, Durable",0,$27.00,$6.00,4,Office Supplies,Binders
AZ-2013-4847875,"Cisco Headset, with Caller ID",0,$177.00,$71.00,2,Technology,Phones
BN-2013-9407100,"Harbour Creations Bag Chairs, Black",0.1,$373.00,-$4.00,7,Furniture,Chairs
BN-2013-9407100,"Sanford Sketch Pad, Water Color",0,$49.00,$23.00,1,Office Supplies,Art
BN-2013-9407100,"Harbour Creations Removable Labels, 5000 Label Set",0,$72.00,$26.00,7,Office Supplies,Labels
BN-2013-9407100,"Novimex Shipping Labels, Laser Printer Compatible",0,$44.00,$19.00,4,Office Supplies,Labels
AZ-2013-5755463,"Fellowes File Cart, Blue",0.1,$618.00,$206.00,5,Office Supplies,Storage
BN-2013-9407100,"Samsung Audio Dock, VoIP",0,$334.00,$87.00,2,Technology,Phones
AZ-2013-7017402,"Hon Rocking Chair, Black",0.6,$205.00,-$113.00,4,Furniture,Chairs
AZ-2013-7017402,"Tenex Frame, Duo Pack",0,$220.00,$18.00,2,Furniture,Furnishings
BN-2013-4341327,"Stockwell Clamps, 12 Pack",0.5,$19.00,-$1.00,2,Office Supplies,Fasteners
AZ-2013-7017402,"Breville Refrigerator, White",0,"$2,070.00",$414.00,4,Office Supplies,Appliances
AZ-2013-7017402,"Tenex Trays, Single Width",0.4,$98.00,-$3.00,3,Office Supplies,Storage
AZ-2013-7017402,"Belkin Numeric Keypad, USB",0,$278.00,$42.00,5,Technology,Accessories
BN-2013-6770556,"SAFCO Swivel Stool, Adjustable",0,$682.00,$327.00,4,Furniture,Chairs
AZ-2013-7897530,"Enermax Computer Printout Paper, 8.5 x 11",0,$65.00,$17.00,2,Office Supplies,Paper
AZ-2013-7897530,"Rogers Lockers, Blue",0.1,"$1,524.00",-$51.00,8,Office Supplies,Storage
AZ-2013-3328876,"KitchenAid Stove, Silver",0.1,"$1,028.00",$297.00,2,Office Supplies,Appliances
AZ-2013-2015802,"Eaton Message Books, Recycled",0,$102.00,$14.00,5,Office Supplies,Paper
AZ-2013-3564823,"Safco Classic Bookcase, Metal",0.1,"$2,757.00","$1,164.00",7,Furniture,Bookcases
AZ-2013-3564823,"Fiskars Scissors, Serrated",0,$40.00,$18.00,2,Office Supplies,Supplies
BN-2013-7266864,"Novimex Chairmat, Black",0.6,$22.00,-$20.00,1,Furniture,Chairs
AZ-2013-6623035,"BIC Canvas, Fluorescent",0,$165.00,$58.00,3,Office Supplies,Art
AZ-2013-6623035,"Rogers Trays, Blue",0,$247.00,$74.00,4,Office Supplies,Storage
BN-2013-2401973,"Binney & Smith Pens, Fluorescent",0.1,$36.00,-$3.00,3,Office Supplies,Art
BN-2013-2401973,"Avery Index Tab, Clear",0.1,$31.00,$6.00,6,Office Supplies,Binders
BN-2013-2401973,"Cameo Clasp Envelope, Recycled",0.1,$7.00,$0.00,1,Office Supplies,Envelopes
BN-2013-2401973,"Smead Lockers, Blue",0.1,"$1,607.00",$125.00,9,Office Supplies,Storage
BN-2013-2401973,"Memorex Numeric Keypad, USB",0.1,$39.00,$10.00,1,Technology,Accessories
AZ-2013-1777709,"Enermax Computer Printout Paper, Recycled",0,$57.00,$3.00,2,Office Supplies,Paper
BN-2013-8880167,"Sauder Classic Bookcase, Mobile",0.5,$658.00,-$66.00,3,Furniture,Bookcases
AZ-2013-7722338,"Avery Index Tab, Clear",0,$19.00,$1.00,3,Office Supplies,Binders
BN-2013-5809752,"Lesro Round Table, Fully Assembled",0.1,$816.00,$363.00,2,Furniture,Tables
BN-2013-5809752,"Rogers Shelving, Single Width",0.1,$168.00,-$4.00,3,Office Supplies,Storage
AZ-2013-4629929,"Panasonic Printer, Durable",0,$800.00,$168.00,3,Technology,Machines
AZ-2013-351604,"Hamilton Beach Stove, Silver",0,"$3,802.00","$1,445.00",7,Office Supplies,Appliances
AZ-2013-351604,"Jiffy Business Envelopes, Recycled",0,$73.00,$13.00,4,Office Supplies,Envelopes
AZ-2013-351604,"Elite Trimmer, High Speed",0,$333.00,$17.00,8,Office Supplies,Supplies
AZ-2013-5584344,"Sanford Markers, Easy-Erase",0,$118.00,$2.00,5,Office Supplies,Art
AZ-2013-273412,"KitchenAid Blender, Black",0,$388.00,$147.00,4,Office Supplies,Appliances
AZ-2013-273412,"Wilson Jones Hole Reinforcements, Clear",0,$4.00,$0.00,1,Office Supplies,Binders
AZ-2013-273412,"Memorex Flash Drive, USB",0,$89.00,$8.00,3,Technology,Accessories
AZ-2013-8382416,"Cardinal 3-Hole Punch, Economy",0.5,$29.00,-$3.00,2,Office Supplies,Binders
BN-2013-3136771,"Sanford Highlighters, Easy-Erase",0.5,$16.00,-$15.00,2,Office Supplies,Art
BN-2013-3136771,"Accos Push Pins, Bulk Pack",0.5,$15.00,-$6.00,2,Office Supplies,Fasteners
BN-2013-3013518,"Hon Bag Chairs, Set of Two",0.6,$95.00,-$114.00,5,Furniture,Chairs
AZ-2013-6878951,"Fellowes Box, Wire Frame",0,$56.00,$26.00,3,Office Supplies,Storage
AZ-2013-6878951,"Cisco Audio Dock, VoIP",0,"$1,275.00",$497.00,7,Technology,Phones
AZ-2013-1380868,"Sanford Pencil Sharpener, Easy-Erase",0,$135.00,$68.00,5,Office Supplies,Art
BN-2013-9140606,"Dania Corner Shelving, Metal",0.5,$304.00,-$18.00,5,Furniture,Bookcases
BN-2013-9140606,"Acco Hole Reinforcements, Durable",0.5,$29.00,-$2.00,7,Office Supplies,Binders
BN-2013-9140606,"Memorex Flash Drive, Erganomic",0.5,$54.00,-$44.00,4,Technology,Accessories
BN-2013-9140606,"Nokia Signal Booster, with Caller ID",0.5,$410.00,-$172.00,6,Technology,Phones
AZ-2013-1651080,"BIC Highlighters, Water Color",0,$88.00,$16.00,4,Office Supplies,Art
AZ-2013-1651080,"Avery Binder Covers, Recycled",0,$57.00,$21.00,5,Office Supplies,Binders
AZ-2013-1651080,"Eaton Note Cards, 8.5 x 11",0,$344.00,$62.00,13,Office Supplies,Paper
AZ-2013-5727420,"Avery Binder Covers, Economy",0,$44.00,$14.00,4,Office Supplies,Binders
AZ-2013-7816425,"Avery Binder Covers, Economy",0,$89.00,$27.00,8,Office Supplies,Binders
AZ-2013-7816425,"Ibico Binding Machine, Recycled",0,$259.00,$47.00,5,Office Supplies,Binders
BN-2013-4893247,"Wilson Jones 3-Hole Punch, Economy",0.5,$28.00,-$10.00,2,Office Supplies,Binders
BN-2013-4893247,"SanDisk Cards & Envelopes, 8.5 x 11",0.5,$79.00,-$36.00,3,Office Supplies,Paper
BN-2013-4893247,"Motorola Audio Dock, Cordless",0.5,$529.00,-$254.00,6,Technology,Phones
BN-2013-9449552,"Rogers Folders, Blue",0.6,$37.00,-$53.00,3,Office Supplies,Storage
AZ-2013-2652268,"Harbour Creations Removable Labels, 5000 Label Set",0,$41.00,$15.00,4,Office Supplies,Labels
AZ-2013-469953,"Rubbermaid Photo Frame, Durable",0,$146.00,$7.00,3,Furniture,Furnishings
AZ-2013-7980610,"Motorola Audio Dock, with Caller ID",0,$520.00,$203.00,3,Technology,Phones
AZ-2013-2156489,"Bush Corner Shelving, Metal",0,$741.00,$104.00,6,Furniture,Bookcases
AZ-2013-2156489,"Ibico Binding Machine, Clear",0,$51.00,$23.00,1,Office Supplies,Binders
BN-2013-9700722,"BIC Markers, Fluorescent",0.5,$42.00,-$35.00,3,Office Supplies,Art
BN-2013-9700722,"Ibico Binder Covers, Durable",0.5,$38.00,-$29.00,5,Office Supplies,Binders
BN-2013-9700722,"Ames Manila Envelope, Recycled",0.5,$47.00,-$11.00,4,Office Supplies,Envelopes
BN-2013-9700722,"Rogers Trays, Wire Frame",0.5,$152.00,-$3.00,5,Office Supplies,Storage
AZ-2013-9918449,"Wilson Jones Hole Reinforcements, Recycled",0,$15.00,$4.00,3,Office Supplies,Binders
AZ-2013-9918449,"Tenex Lockers, Blue",0.1,$184.00,$33.00,1,Office Supplies,Storage
AZ-2013-6231754,"Advantus Door Stop, Erganomic",0.1,$39.00,$9.00,1,Furniture,Furnishings
AZ-2013-6986515,"Hamilton Beach Stove, Silver",0,"$1,629.00",$619.00,3,Office Supplies,Appliances
BN-2013-5166779,"Ibico Binder Covers, Clear",0.5,$46.00,-$40.00,7,Office Supplies,Binders
AZ-2013-2960251,"Office Star Bag Chairs, Adjustable",0,$174.00,$24.00,3,Furniture,Chairs
AZ-2013-2960251,"Office Star Steel Folding Chair, Black",0,$268.00,$0.00,3,Furniture,Chairs
AZ-2013-2671992,"Safco Stackable Bookrack, Pine",0.1,$135.00,$39.00,1,Furniture,Bookcases
AZ-2013-2055109,"Sanford Pens, Blue",0,$67.00,$16.00,6,Office Supplies,Art
BN-2013-299612,"Motorola Audio Dock, VoIP",0.5,$260.00,-$109.00,3,Technology,Phones
AZ-2013-3213150,"Avery Removable Labels, 5000 Label Set",0,$56.00,$14.00,5,Office Supplies,Labels
AZ-2013-3807321,"Avery Index Tab, Clear",0,$17.00,$5.00,3,Office Supplies,Binders
AZ-2013-3807321,"Cardinal Index Tab, Durable",0,$23.00,$10.00,3,Office Supplies,Binders
AZ-2013-4544800,"Boston Markers, Fluorescent",0.1,$75.00,$4.00,3,Office Supplies,Art
BN-2013-9616857,"Smead Folders, Blue",0.2,$14.00,-$1.00,1,Office Supplies,Storage
AZ-2013-3946948,"GlobeWeis Mailers, Security-Tint",0,$164.00,$64.00,4,Office Supplies,Envelopes
AZ-2013-3010251,"Motorola Smart Phone, Cordless",0.1,"$2,893.00",-$97.00,5,Technology,Phones
AZ-2013-7228854,"Sanford Sketch Pad, Blue",0,$91.00,$3.00,2,Office Supplies,Art
AZ-2013-7228854,"Cardinal Binding Machine, Clear",0,$98.00,$39.00,2,Office Supplies,Binders
AZ-2013-7228854,"Wilson Jones 3-Hole Punch, Durable",0,$88.00,$19.00,3,Office Supplies,Binders
AZ-2013-7228854,"SanDisk Mouse, Erganomic",0,$36.00,$7.00,1,Technology,Accessories
AZ-2013-6752610,"Stanley Pens, Fluorescent",0,$45.00,$4.00,4,Office Supplies,Art
AZ-2013-2820920,"Cardinal 3-Hole Punch, Durable",0,$61.00,$28.00,2,Office Supplies,Binders
AZ-2013-2820920,"Kraft Peel and Seal, Recycled",0,$77.00,$5.00,4,Office Supplies,Envelopes
BN-2013-1331129,"Smead Box, Industrial",0.1,$20.00,$0.00,2,Office Supplies,Storage
AZ-2013-7144565,"Kleencut Letter Opener, Easy Grip",0,$135.00,$38.00,5,Office Supplies,Supplies
BN-2013-3382975,"BIC Sketch Pad, Water Color",0,$104.00,$16.00,2,Office Supplies,Art
BN-2013-3382975,"Rogers File Cart, Blue",0.1,$886.00,-$89.00,7,Office Supplies,Storage
BN-2013-3382975,"Smead File Cart, Single Width",0.1,"$1,271.00",-$127.00,11,Office Supplies,Storage
BN-2013-3382975,"Logitech Memory Card, Bluetooth",0,$517.00,$72.00,5,Technology,Accessories
BN-2013-9290481,"Dania Floating Shelf Set, Mobile",0.5,$516.00,-$237.00,6,Furniture,Bookcases
BN-2013-9290481,"Wilson Jones Binder Covers, Economy",0.5,$28.00,-$14.00,5,Office Supplies,Binders
BN-2013-9290481,"Rogers Folders, Single Width",0.5,$46.00,-$39.00,3,Office Supplies,Storage
BN-2013-9290481,"SanDisk Flash Drive, Erganomic",0.5,$37.00,-$36.00,2,Technology,Accessories
BN-2013-9290481,"Panasonic Receipt Printer, Wireless",0.5,$181.00,-$87.00,3,Technology,Machines
AZ-2013-2871668,"Ibico Hole Reinforcements, Economy",0,$21.00,$10.00,3,Office Supplies,Binders
AZ-2013-2871668,"Ibico Hole Reinforcements, Recycled",0,$37.00,$11.00,5,Office Supplies,Binders
AZ-2013-7321100,"Deflect-O Frame, Erganomic",0,$217.00,$4.00,2,Furniture,Furnishings
AZ-2013-7321100,"Motorola Smart Phone, Full Size",0,"$3,220.00",$966.00,5,Technology,Phones
AZ-2013-4695676,"Cardinal Binding Machine, Clear",0,$197.00,$79.00,4,Office Supplies,Binders
AZ-2013-4695676,"Elite Scissors, Serrated",0,$77.00,$5.00,4,Office Supplies,Supplies
AZ-2013-9561229,"Hon Swivel Stool, Adjustable",0.1,$150.00,$5.00,1,Furniture,Chairs
AZ-2013-9011810,"Jiffy Business Envelopes, Security-Tint",0,$48.00,$3.00,3,Office Supplies,Envelopes
AZ-2013-3945159,"Smead Shelving, Wire Frame",0.1,$43.00,$17.00,1,Office Supplies,Storage
AZ-2013-2326728,"Dania Floating Shelf Set, Metal",0.1,$304.00,$95.00,2,Furniture,Bookcases
AZ-2013-8886888,"BIC Markers, Water Color",0,$89.00,$31.00,3,Office Supplies,Art
AZ-2013-3615405,"BIC Highlighters, Water Color",0,$22.00,$4.00,1,Office Supplies,Art
AZ-2013-3615405,"Cardinal Hole Reinforcements, Recycled",0,$17.00,$7.00,3,Office Supplies,Binders
AZ-2013-5414394,"Novimex Shipping Labels, 5000 Label Set",0,$34.00,$12.00,3,Office Supplies,Labels
AZ-2013-5414394,"Kleencut Box Cutter, Serrated",0,$251.00,$55.00,8,Office Supplies,Supplies
AZ-2013-7432125,"SanDisk Cards & Envelopes, Recycled",0,$338.00,$13.00,7,Office Supplies,Paper
AZ-2013-3240279,"Bush Floating Shelf Set, Traditional",0.1,$154.00,$14.00,1,Furniture,Bookcases
BN-2013-4799461,"Ikea 3-Shelf Cabinet, Mobile",0.5,$72.00,-$38.00,1,Furniture,Bookcases
BN-2013-4799461,"Safco Stackable Bookrack, Pine",0.5,$225.00,-$63.00,3,Furniture,Bookcases
BN-2013-4799461,"Cuisinart Refrigerator, Silver",0.5,$994.00,-$656.00,4,Office Supplies,Appliances
BN-2013-4799461,"Boston Highlighters, Blue",0.5,$19.00,-$9.00,2,Office Supplies,Art
BN-2013-4799461,"Accos Push Pins, Metal",0.5,$22.00,-$15.00,3,Office Supplies,Fasteners
BN-2013-4799461,"Advantus Clamps, Assorted Sizes",0.5,$33.00,-$25.00,4,Office Supplies,Fasteners
BN-2013-4799461,"Enermax Parchment Paper, Premium",0.5,$31.00,-$31.00,4,Office Supplies,Paper
BN-2013-4799461,"SanDisk Message Books, 8.5 x 11",0.5,$28.00,-$1.00,2,Office Supplies,Paper
AZ-2013-8073030,"Ibico Index Tab, Clear",0,$45.00,$8.00,5,Office Supplies,Binders
AZ-2013-6727815,"Safco Classic Bookcase, Traditional",0,$876.00,$228.00,2,Furniture,Bookcases
AZ-2013-6727815,"Barricks Training Table, Rectangular",0,"$2,843.00",$256.00,9,Furniture,Tables
AZ-2013-6727815,"Jiffy Peel and Seal, Recycled",0,$56.00,$10.00,3,Office Supplies,Envelopes
AZ-2013-6727815,"Epson Receipt Printer, Wireless",0,$234.00,$56.00,2,Technology,Machines
AZ-2013-2176321,"Enermax Parchment Paper, Premium",0,$46.00,$0.00,3,Office Supplies,Paper
AZ-2013-5618909,"Dania Floating Shelf Set, Pine",0.1,$154.00,$41.00,1,Furniture,Bookcases
BN-2013-5031652,"Okidata Inkjet, Wireless",0.4,"$1,508.00",-$981.00,8,Technology,Machines
AZ-2013-2543728,"GlobeWeis Business Envelopes, with clear poly window",0,$63.00,$19.00,3,Office Supplies,Envelopes
AZ-2013-2543728,"Brother Wireless Fax, Digital",0.15,$965.00,-$68.00,3,Technology,Copiers
AZ-2013-5956200,"Tenex Trays, Blue",0.1,$293.00,$36.00,6,Office Supplies,Storage
AZ-2013-5956200,"Acme Scissors, Steel",0,$50.00,$23.00,2,Office Supplies,Supplies
AZ-2013-8717132,"KitchenAid Toaster, Black",0.1,$229.00,$51.00,3,Office Supplies,Appliances
AZ-2013-253234,"GlobeWeis Manila Envelope, Security-Tint",0,$209.00,$2.00,7,Office Supplies,Envelopes
AZ-2013-5973839,"Eldon Clock, Durable",0,$107.00,$32.00,2,Furniture,Furnishings
BN-2013-8439557,"Hon Color Coded Labels, Laser Printer Compatible",0.5,$32.00,-$10.00,5,Office Supplies,Labels
AZ-2013-5973839,"Cardinal Binding Machine, Economy",0,$100.00,$28.00,2,Office Supplies,Binders
AZ-2013-5973839,"Acme Trimmer, High Speed",0,$178.00,$52.00,4,Office Supplies,Supplies
BN-2013-8439557,"Belkin Memory Card, Programmable",0.5,$291.00,-$116.00,5,Technology,Accessories
AZ-2013-673329,"Wilson Jones 3-Hole Punch, Economy",0,$112.00,$37.00,4,Office Supplies,Binders
AZ-2013-4378960,"BIC Highlighters, Easy-Erase",0,$19.00,$4.00,1,Office Supplies,Art
AZ-2013-2192067,"Office Star Swivel Stool, Black",0.1,$309.00,$82.00,2,Furniture,Chairs
AZ-2013-3726775,"Sauder Classic Bookcase, Mobile",0.1,"$1,973.00",$767.00,5,Furniture,Bookcases
AZ-2013-3726775,"Eldon Clock, Duo Pack",0,$170.00,$75.00,3,Furniture,Furnishings
AZ-2013-3726775,"Avery Index Tab, Durable",0,$13.00,$3.00,2,Office Supplies,Binders
AZ-2013-3726775,"Wilson Jones Binding Machine, Clear",0,$145.00,$44.00,3,Office Supplies,Binders
AZ-2013-8471021,"Sanford Pencil Sharpener, Easy-Erase",0,$81.00,$41.00,3,Office Supplies,Art
AZ-2013-8471021,"Avery Binder Covers, Recycled",0,$11.00,$4.00,1,Office Supplies,Binders
AZ-2013-308992,"StarTech Receipt Printer, White",0.15,$278.00,$62.00,3,Technology,Machines
BN-2013-695531,"SAFCO Steel Folding Chair, Adjustable",0.1,$397.00,-$4.00,5,Furniture,Chairs
AZ-2013-9809267,"Deflect-O Door Stop, Durable",0,$123.00,$17.00,3,Furniture,Furnishings
AZ-2013-4218614,"Tenex Frame, Durable",0,$535.00,$128.00,5,Furniture,Furnishings
AZ-2013-9809267,"BIC Pens, Easy-Erase",0,$15.00,$3.00,1,Office Supplies,Art
AZ-2013-9809267,"Sanford Markers, Easy-Erase",0,$188.00,$4.00,8,Office Supplies,Art
AZ-2013-9809267,"Ibico Binder Covers, Economy",0,$123.00,$17.00,9,Office Supplies,Binders
AZ-2013-9809267,"Tenex Trays, Industrial",0.1,$246.00,$0.00,5,Office Supplies,Storage
AZ-2013-4218614,"Ibico 3-Hole Punch, Clear",0,$209.00,$84.00,7,Office Supplies,Binders
BN-2013-931788,"Eaton Note Cards, Premium",0.5,$70.00,-$28.00,5,Office Supplies,Paper
AZ-2013-8255562,"Ibico 3-Hole Punch, Clear",0,$30.00,$12.00,1,Office Supplies,Binders
BN-2013-4296083,"Cameo Interoffice Envelope, Recycled",0.5,$92.00,-$15.00,4,Office Supplies,Envelopes
AZ-2013-6530870,"Avery Color Coded Labels, Adjustable",0,$22.00,$3.00,2,Office Supplies,Labels
AZ-2013-6530870,"Novimex Shipping Labels, Alphabetical",0,$22.00,$11.00,2,Office Supplies,Labels
AZ-2013-6530870,"Enermax Router, Bluetooth",0,$517.00,$46.00,2,Technology,Accessories
AZ-2013-4467970,"Wilson Jones Binding Machine, Clear",0,$339.00,$102.00,7,Office Supplies,Binders
AZ-2013-7527034,"StarTech Card Printer, Durable",0.1,$442.00,$74.00,3,Technology,Machines
AZ-2013-248580,"Sanford Markers, Easy-Erase",0,$71.00,$1.00,3,Office Supplies,Art
AZ-2013-248580,"Apple Smart Phone, Full Size",0.15,"$1,084.00",$166.00,2,Technology,Phones
BN-2013-6654640,"GlobeWeis Mailers, Security-Tint",0.5,$82.00,-$18.00,4,Office Supplies,Envelopes
AZ-2013-7788817,"Avery Binding Machine, Durable",0,$151.00,$9.00,3,Office Supplies,Binders
AZ-2013-7788817,"Smead Trays, Wire Frame",0,$238.00,$31.00,5,Office Supplies,Storage
AZ-2013-6823803,"Deflect-O Door Stop, Black",0,$88.00,$3.00,2,Furniture,Furnishings
AZ-2013-6823803,"Eldon Clock, Black",0,$226.00,$63.00,4,Furniture,Furnishings
AZ-2013-6823803,"Eaton Message Books, Multicolor",0,$308.00,$142.00,14,Office Supplies,Paper
AZ-2013-4602895,"Jiffy Manila Envelope, with clear poly window",0,$207.00,$2.00,7,Office Supplies,Envelopes
AZ-2013-5815303,"Wilson Jones Binder Covers, Economy",0,$22.00,$6.00,2,Office Supplies,Binders
AZ-2013-5815303,"Hon Removable Labels, Adjustable",0,$11.00,$1.00,1,Office Supplies,Labels
AZ-2013-5815303,"Novimex File Folder Labels, 5000 Label Set",0,$9.00,$3.00,1,Office Supplies,Labels
AZ-2013-3888761,"Harbour Creations Bag Chairs, Adjustable",0.2,$256.00,$83.00,5,Furniture,Chairs
AZ-2013-3888761,"Wilson Jones 3-Hole Punch, Economy",0.1,$50.00,$13.00,2,Office Supplies,Binders
AZ-2013-3888761,"Ames Clasp Envelope, Set of 50",0.1,$39.00,$15.00,6,Office Supplies,Envelopes
AZ-2013-3816496,"Binney & Smith Pens, Easy-Erase",0,$24.00,$0.00,2,Office Supplies,Art
AZ-2013-2039163,"Acco Binding Machine, Recycled",0,$103.00,$26.00,2,Office Supplies,Binders
AZ-2013-2039163,"Wilson Jones Index Tab, Clear",0,$24.00,$2.00,4,Office Supplies,Binders
AZ-2013-2039163,"GlobeWeis Peel and Seal, Recycled",0,$101.00,$48.00,5,Office Supplies,Envelopes
AZ-2013-2039163,"Eldon Trays, Single Width",0.1,$389.00,$99.00,9,Office Supplies,Storage
AZ-2013-8667063,"SAFCO Swivel Stool, Adjustable",0.2,$409.00,$143.00,3,Furniture,Chairs
AZ-2013-8667063,"Deflect-O Stacking Tray, Erganomic",0,$48.00,$13.00,2,Furniture,Furnishings
AZ-2013-5724915,"Wilson Jones Hole Reinforcements, Clear",0,$56.00,$6.00,14,Office Supplies,Binders
AZ-2013-8667063,"Boston Canvas, Blue",0,$161.00,$40.00,3,Office Supplies,Art
AZ-2013-8667063,"Wilson Jones Binder Covers, Economy",0,$34.00,$9.00,3,Office Supplies,Binders
AZ-2013-5724915,"Belkin Flash Drive, Erganomic",0,$80.00,$2.00,2,Technology,Accessories
AZ-2013-8667063,"Belkin Router, Erganomic",0,"$1,026.00",$482.00,4,Technology,Accessories
AZ-2013-8667063,"Brother Fax Machine, Color",0,"$2,880.00","$1,296.00",9,Technology,Copiers
AZ-2013-589374,"Jiffy Manila Envelope, Security-Tint",0,$142.00,$70.00,5,Office Supplies,Envelopes
AZ-2013-589374,"Kleencut Scissors, Easy Grip",0,$72.00,$16.00,3,Office Supplies,Supplies
AZ-2013-3395189,"SanDisk Message Books, Recycled",0,$119.00,$53.00,5,Office Supplies,Paper
AZ-2013-3395189,"Eldon Lockers, Blue",0.1,$891.00,$0.00,5,Office Supplies,Storage
AZ-2013-3395189,"Brother Fax and Copier, Color",0.15,$328.00,$35.00,2,Technology,Copiers
AZ-2013-3395189,"Hewlett Fax and Copier, Laser",0.15,$328.00,$15.00,2,Technology,Copiers
AZ-2013-3483064,"Binney & Smith Pens, Water Color",0,$60.00,$22.00,4,Office Supplies,Art
AZ-2013-3483064,"Epson Inkjet, Wireless",0.15,$262.00,-$12.00,1,Technology,Machines
AZ-2013-3483064,"Okidata Card Printer, Wireless",0.15,$448.00,-$53.00,3,Technology,Machines
AZ-2013-6918835,"Hewlett Fax and Copier, Digital",0,"$1,348.00",$445.00,7,Technology,Copiers
